Text	Time	App Name	App Version	Appeventtype	Review Rating	Store Name
Messages won't load it will only show a few letters.	1371884400	Facebook	6.2	review	1	USA
In the iPhone Its a krazie and in the computer Its BETTER ITS amezing so cool YEAAA	1371884400	Facebook	6.2	review	5	USA
Takes for ever to open and when it does it's closes faster then it opened. I can't even play games with friends because the new update won't allow Facebook to open to sign in. This is ridiculous it shouldn't be that hard to play games with family and friends!! Yall need to fix it.	1371884400	Facebook	6.2	review	1	USA
Since the last update we cannot upload multiple pictures at once... Fix it	1371884400	Facebook	6.2	review	1	USA
I love my Facebook and I'm astill addicted BUT the advertisements are insane!!! stop the stupid ads, constantly!!!!! thanks!	1371884400	Facebook	6.2	review	3	USA
Pra caber esta multidÌ£o nas urnas!	1371884400	Facebook	6.2	review	3	USA
This version of the app is absolute crap the app will not start most of the time and when it does you can basically do nothing. It needs an update but until then is just wasting space on my device	1371884400	Facebook	6.2	review	1	USA
This app is being dumb I don't have it on my home screen on my iPod and when I go to the App Store it says open and I click it and nothing happens	1371884400	Facebook	6.2	review	1	USA
If you need to have your iPhone randomly reboot on you, this is your app. If you've ever had the inconvenience of having to hold down a button for a few seconds to reboot, worry no more! Simply tagging people in a photo at the stroke of midnight will be enough to cause your iPhone to go bananas with Facebook, causing a sudden reboot. Enjoy!	1371884400	Facebook	6.2	review	3	USA
I love the additions when we update it. Sometimes it crashes, but overall, it is very good.	1371884400	Facebook	6.2	review	4	USA
So Good.	1371884400	Facebook	6.2	review	5	USA
Not only do I hate Facebook, but the app makes the experience worse.	1371884400	Facebook	6.2	review	1	USA
Love it! Awesome! Now if we could just get the HTC layout on iphone	1371884400	Facebook	6.2	review	5	USA
I wish I. Could give it a negative score.	1371884400	Facebook	6.2	review	1	USA
I like the idea of the emoticons, if they just left it at that....but there is the smiley face emoticon and then it's added "feeling happy" included in your post. Dumb, isn't that what the emoticon is supposed to convey? Leave the emoticons, just leave the "descriptive text" that explains it out of the picture....	1371884400	Facebook	6.2	review	1	USA
Good	1371884400	Facebook	6.2	review	5	USA
yesenia camarena is beautiful	1371884400	Facebook	6.2	review	5	USA
Can your guy make wc available for iPad. I would like to receive or webcam on ipad	1371884400	Facebook	6.2	review	2	USA
It's good	1371884400	Facebook	6.2	review	5	USA
I love it soooo much	1371884400	Facebook	6.2	review	5	USA
It's great but the crashes keep happening on iPhone 5 love the mood updates	1371884400	Facebook	6.2	review	4	Australia
Improving, but now the load up is super long to load, not easy to organize photo albums, not clear on why my video doesn't give me an option to choose an album when I upload	1371884400	Facebook	6.2	review	3	Australia
It keeps crashing ugh >:(	1371884400	Facebook	6.2	review	1	USA
It works really good	1371884400	Facebook	6.2	review	5	USA
I used this app a lot until the last update I did on my iPod 4s. Now my Facebook app shuts down before I can read a message or even try to report a problem. I've tried deleting the app and reloading it... No luck!!! I'm very unhappy and want a functioning Facebook app!!!	1371884400	Facebook	6.2	review	1	USA
It randomly uploaded my photos from my phone and on the date they were uploaded it is on my time line plz fix	1371884400	Facebook	6.2	review	3	USA
Crashing is still there o my god this is horrible fix the crashing that's it	1371884400	Facebook	6.2	review	1	USA
Would give last star if it didnt keep freezing on me then shutting down	1371884400	Facebook	6.2	review	4	USA
Best thing ever better then MySpace	1371884400	Facebook	6.2	review	5	USA
Really enjoy this app other than a few bugs	1371884400	Facebook	6.2	review	5	Australia
The app sometimes crashes when I log in so I must log in a second time!The app crashes when I try to access my (or anybody's) pictures.Still waiting for that update...	1371884400	Facebook	6.2	review	2	USA
I have been using apple apps for over 4 years and have never left a review on anything, but I am so frustrated with the Facebook app. If you are like me, you don't use a laptop anymore, you stick to your phone for Facebook and quick Internet searches but I have had to resort to pulling out my old pc because the Facebook app is so slow. It crashes multiple times a day and now it is doubling all the posts on my newsfeed and not allowing me to click through a post to "continue reading". Please fix the problems. It should not be that difficult to come up with a program that works. Even if it is more simple than the version that is now in use... Which isn't usable...	1371884400	Facebook	6.2	review	1	USA
why does it look like it's 1999 NOT user friendly whatsoever NO Like	1371884400	Facebook	6.2	review	1	Canada
Good for the most, does have hiccups, and sends you back to the top a lot when having updating errors...	1371884400	Facebook	6.2	review	3	USA
Privacy: zero, now anyone can see you if you are active or not.News Feed: not working properly all the time.You can edit a comment, but you can't edit a post.	1371884400	Facebook	6.2	review	1	USA
Every time I want to use the app I have to open stare at a white screen wait for it to crash and then reopen it! Once I'm on FB everything loads so slow. I usually regret trying to see comments or a full picture! On the plus side pictures usually upload fast and I like the new chat!	1371884400	Facebook	6.2	review	3	USA
Great app!!!! Love it!!!	1371884400	Facebook	6.2	review	5	USA
#Facebook removed my business page "Instant Assistant Social Media Services"  I had developed and spent intensive time building/developing based on a false claim from a woman claiming all rights to the word "Instant Assistant".  I contacted the woman directly and she was a vicious unbalanced loon that never let me even speak let alone find out why she would troll around FB shutting down people's pages with those words in the title.  I contacted FB several times via requests and complaints to 0 response or assistance from FB.  I want my original content returned to me, yet no response from Facebook.   This woman boasts proudly on her page at "Instant Assistant" that she got FB to shut down four people's business pages in 18 hours!   I contacted FB  again to report this and again no response, no rectification on the people who have been adversely affected by this woman's actions.  She holds NO trademark to the words Instant Assistant!!!	1371884400	Facebook	6.2	review	1	USA
Who doesn't love Facebook come on now	1371884400	Facebook	6.2	review	5	USA
Links from other apps to Facebook pages do not work?? They did but not anymore since the update. Now all links from other apps to Facebook pages just launch the Facebook app and do not direct to the desired page. Would be sweet to fix this!!!	1371884400	Facebook	6.2	review	3	Australia
I absolutely love Facebook, it's how I stay on the up and up and keep in touch with my network. If you don't like Facebook well you should probably walk into oncoming traffic	1371884400	Facebook	6.2	review	5	USA
Love it!!  Maybe it's my awesome service but so far no complaints!!	1371884400	Facebook	6.2	review	5	USA
Now navigation is even slower and freezes happen more often. Why come?	1371884400	Facebook	6.2	review	2	USA
I don't have any problems with it...it sometimes crashes but if I reload it. It doesn't have problems. So yah great app! :)	1371884400	Facebook	6.2	review	4	USA
Current News Feed is now 7 days old... even after reboot... useless! Vote 1, #CrapApp! And today at 10am I found nothing for today from my friends. This News Feed issue has been going on for years and the App Techs have ignored this issue totally. I guess it will never be fixed, just waste the project name space! Wife says it's F_CKING USELESS, even on her iPad! My wife doesn't usually swear! App devs, you have reached a very low point! :(	1371884400	Facebook	6.2	review	1	Australia
Wow. It takes a lot for me to actually take time to write a negative review for an app. On my iPhone 5, the new FB "update" means that it never loads. It just says "Updating..." with the little rotating circle of death until the end of time... no matter whether you restart the phone or not. Every once in a while it will load a couple statuses (stati?). Now I can't use this app when I need to for a nonprofit cooperative I help manage. All my other apps are screaming fast.	1371884400	Facebook	6.2	review	1	USA
It crashes AND it lags when you want to see a photo or open a link. It is better then any other app for facebook, or safari, though. I still love it!!!<3	1371884400	Facebook	6.2	review	4	Canada
Received messages don't even load, keeps saying it's failing to connect? But  I can send messages fine and others can view them? Why can't I see theirs? So stupid.	1371884400	Facebook	6.2	review	1	Australia
Love facebook but the version from 2010 or 2011 was way better	1371884400	Facebook	6.2	review	5	USA
It's fast easy and fun <33 c(;	1371884400	Facebook	6.2	review	4	USA
Please fix! I can't use this at all, not for several days now!	1371884400	Facebook	6.2	review	1	USA
I can't read any of my messages. At all. Friend requests crash my app. Every time I go to upload a picture, it crashes, edit my page, crashes. Developing team: kill yourself please.	1371884400	Facebook	6.2	review	1	USA
I think this app is very good. I almost enjoy better than actually getting on Facebook From computer. The only thing I would suggest that they improve is that we should be able to set customized privacy from the app as well like you can do from the computer. Example: everyone can see post except Mr. John Doe, Jane Doe, The Cosby'sNo one can see post  except Jane Doe, John Doe, The Corby's. Would love be able to do that without having to log into my account online from my computer or thought the browser on my phone. Hope they actually make that change one day other than that its a pretty good app. I'm just saying......	1371884400	Facebook	6.2	review	4	USA
Starting to get super annoyed, every time I post a pic I have to delete the app and reinstall FB, even then it doesn't work!!!!	1371884400	Facebook	6.2	review	1	USA
Thumbs up	1371884400	Facebook	6.2	review	4	USA
This Facebook works on the new products such as iPhone 5 and iPod 5th generation.  But works poorly on on older apple products	1371884400	Facebook	6.2	review	4	USA
Facebook overall ain't bad; jus don't understand if its a social media network where people can meet people why block em for a month for asking others to be friends?	1371884400	Facebook	6.2	review	3	USA
LOVE IT	1371884400	Facebook	6.2	review	4	USA
It logges me out. When im on mobile it doesnt say. When i want to upload a picture the app crashes nd takes me to my home screen.	1371884400	Facebook	6.2	review	3	USA
Facebook has become intensely slow, battery draining, and crashes every single time you re-open the app.  Not to mention the fact that you have to reset your News Feed every time you come back on the app.  In all, you're better off using Safari for your Facebook.  The app has just became a major disappointment, and a waste of my time.	1371884400	Facebook	6.2	review	1	USA
Very frustrating. Have to relaid several times when I want to play videos. Please fix!!	1371884400	Facebook	6.2	review	2	USA
Works okay. Stop redoing the app and just fix the crashing problems, and also the notification bugs	1371884400	Facebook	6.2	review	2	USA
For real, every time I open this it crashes and its a bit ridiculous. I wasn't trying to look at that picture or anything Facebook.. Come on guys	1371884400	Facebook	6.2	review	1	USA
Horrible app it doesn't even load all the way and the pictures either waste of my time	1371884400	Facebook	6.2	review	1	USA
____À_¡_« 3: _À__„_È_µ ___±_______È_µ___ü„ - _À__ 20 „Û_¡_á __„Ä_¦____ _á_¡_À„Ä„„â_ü„â„Î _À„Û_ü_È___¦_µ___ü_µ, „à„â___± ______ _á_¡„Û_¡_±__„â_¡_È__. _÷ _µ„_È_ü _á_¡„Û_¡_±__„â_¡_µ„â - „â__ „Ä ___¡„ _µ„„â„Î 5-7 ___ü__„Ä„â _À„Û__„____„â„Û_¡ _À_µ„Û_µ_« __„à_µ„Û_µ_«__„Ü__ _¼„Û_¡„ö_µ__. _Ù_µ„Û_µ„Ä„„â_¡___¡___È_ü___¡_È _¡_À_À _ü „_ü„„â_µ__„Ä „â___¦_µ... _Õ„_µ __„„â_¡_È__„„Î. ___ „à„â__ „â___È_¼„Ä __„â „„â______ __„â_á„Ü___¡ „â__? _Ù„Û_ü_È___¦_µ___ü_µ _±_µ„_À_È_¡„â_____µ _ü _á_¡___µ__„Ü _µ__„Ä __„_µ-„Û_¡______ ___µ„â.. _Ù„Û_ü„É___«_ü„â„„ _À„Û__„„â__ ___ü„Û_ü„â„Î„„ „ „â_¡_¼_ü__ „__„„â__„___ü_µ__ ___µ„ä_µ__ __ „„â____ ___ü„Û_µ _ü _À„Û__„„â__ _¦_«_¡„â„Î _¼_____«_¡ „ã_µ__„_±„Ä_¼ _¡_À_À ___±______„„â _ü __ „â__ __„Û_µ__„ _À___È„Î_á_____¡„â„Î„„ _À„Û__„„â__ im+ _«_È„ ___±„ä_µ___ü„. _Õ__„â ___¡__ _ü ___È___±_¡_È_ü_á__ _µ___¡_µ!! ______„â__„Û_¼_¡ ___¡_À__„Û___È_¡ „ã_ü_____ü, _¡ „â„Ü ___µ _____¦_µ„ö„Î ___ü __„â_¼_¡_á_¡„â„Î„„, ___ü _À___¦_¡_È_____¡„â„Î„„... _Ï___¦_µ„ö„Î _À„Û__„„â__ ___¡_À_ü„_¡„â„Î „â„Ä_À____ __„â_á„Ü__ „â„Ä„â ___¡ _¼__„â__„Û„Ü__ __„_µ__ _À_È_µ___¡„â„Î.. _Ñ_¡_¼____„à_ü_È... :)	1371884400	Facebook	6.2	review	1	USA
As this is an EXCELLENT app for me to keep in touch with SO MANY of my far away family and friends, sometimes the recent posts aren't so recent.	1371884400	Facebook	6.2	review	5	USA
HEY PEOPLE STOP BEING A-HOLES IF YOU THINK MAKING AN APP IS EASY THEN WHY DON'T YOU TRY IT! Good job Facebook for the app but you could make it better! Kudos to you and also telling them on this thing doesn't matter contact them instead via email THAT WILL MAKE A DIFFERENCEOkay I sent in my damn review NOW STOP TELLING ME TO WRITE ONE!!!	1371884400	Facebook	6.2	review	5	Canada
Great update for the iPhone Facebook.	1371884400	Facebook	6.2	review	5	USA
Wish I could post comments and like on ALL OF MY FOLLOWERS timelines. Not sure why I can't.	1371884400	Facebook	6.2	review	3	USA
Lo mejor	1371884400	Facebook	6.2	review	5	USA
	1371884400	Facebook	6.2	review	3	USA
Make a delete button for messages on the mobile app, otherwise it's great	1371884400	Facebook	6.2	review	4	USA
Ah...... It could be better!	1371884400	Facebook	6.2	review	4	USA
I rate it 5 star.i like it give 5 I rate 5 star. I like timeline, it help me great lot. My friend enjoy share many picture together. I am happy with timeline. Give 5 stars	1371884400	Facebook	6.2	review	5	USA
Awesomeee	1371884400	Facebook	6.2	review	5	USA
Constantly Crashes, Freezes up randomly then does what you ask it too, and I hate the freaking bubble pop up crap SO much.	1371884400	Facebook	6.2	review	1	USA
Improving slowly but I still  cant  copy and paste things get sorted out and it will be great and put the recent posts first	1371884400	Facebook	6.2	review	5	Australia
Slow as hell and comments and likes aren't updated unless u click on it	1371884400	Facebook	6.2	review	1	USA
IT CRASHES TOO OFTEN ON MY IPHONE 5!!! I CAN'T DO ANYTHING WITH IT CRASHING EVERY FEW MINUTES.	1371884400	Facebook	6.2	review	2	Australia
My notifications dont show up on my phone i still need to open the app to know that i have a noti. Please fix it	1371884400	Facebook	6.2	review	1	USA
After the update I can't do anything.	1371884400	Facebook	6.2	review	1	USA
Why so slow?! Will not refresh updates, pull up locations, or load pages. Very frustrating and makes me wonder why in the heck I updated the app!! See no difference between new and old besides the speed quality! Please fix!	1371884400	Facebook	6.2	review	1	USA
Works Great For Me!	1371884400	Facebook	6.2	review	5	USA
Amazing App!! A definite must have!!!!	1371884400	Facebook	6.2	review	5	Canada
Whenever I open a picture from any post, it's 95% of the time buggy. Cropped or not opening.iPhone 4S IOS is current.	1371884400	Facebook	6.2	review	3	Canada
Can't set news feed to display Most Recent as default. Highly annoying as I keep missing things I WANT to see.	1371884400	Facebook	6.2	review	2	Australia
Facebook should be called Crashbook!!	1371884400	Facebook	6.2	review	1	USA
Una gran aplicaciÌ_n movil, la mejor red social.	1371884400	Facebook	6.2	review	5	USA
Or just don't update to this version... Way too many crashes!!!	1371884400	Facebook	6.2	review	1	USA
Connecting people ;)	1371884400	Facebook	6.2	review	5	UK
Crashes Everywhere!	1371884400	Facebook	6.2	review	1	USA
Why is it keep on crashing. Please fix	1371884400	Facebook	6.2	review	4	USA
Esta dibertido este programa  me gusta  lo recomiendo a todos que pongan un poco de cada uno para que funcione cada dÌ_a mas	1371884400	Facebook	6.2	review	5	USA
This app would be a 5 star app for me if it didn't freeze in mid scroll, crash while post a status or searching for a page or looking at photos on a friends page. If those problems are fixed then I would gladly change this review and the 2 star rating...	1371884400	Facebook	6.2	review	2	USA
Super buggy	1371884400	Facebook	6.2	review	1	USA
Carloszamudioalmanza17	1371884400	Facebook	6.2	review	3	USA
If and when I get this app to load it kicks me out after about 15 min very frustrating	1371884400	Facebook	6.2	review	1	UK
I got the new update for Facebook but it still kicks me out of the freaking app and it makes me mad please fix it!!!	1371884400	Facebook	6.2	review	1	Canada
Each time its crushed while i try to maximize it from minimize mode. Its too disgusting.	1371884400	Facebook	6.2	review	1	USA
I have an IPad and many of the functions and features are unavailable or unusable.  I find it frustrating that tablet updates and tablet functions are not usable when they are at least 40 % of your users.  Buyers. Customers.  You need to work on tablet perfection!  If it doesn't improve soon I will be purchasing a small lap top and down size the use of my iPad.I also hate the crashing!!!!  OMG it is frustrating, upsetting, and I lose a lot of information when that happens.  STOP THE CRASHING !	1371884400	Facebook	6.2	review	2	USA
Addicting. But wish they'd stop changing things all the time.	1371884400	Facebook	6.2	review	4	USA
I love this app.	1371884400	Facebook	6.2	review	5	USA
Come on guys... Please but back birthdays to sync with calendar. It was so handy...	1371884400	Facebook	6.2	review	2	Australia
On my iPhone 4 this app works well most of the time. The newsfeed is not always 'most recent' despite my settings and it crashes fairly regularly.	1371884400	Facebook	6.2	review	3	Australia
Keeps crashing since the latest update , won't even load the news feed page!Annoying to say the least.A fix is needed ASAP!	1371884400	Facebook	6.2	review	1	UK
I still have problems with mi crappy iPhone 4, specially with pics. Some times can't see my own uploaded pics.	1371884400	Facebook	6.2	review	3	USA
Love it!	1371884400	Facebook	6.2	review	5	Australia
Crashes a whole lot. Functionality slightly improved.	1371884400	Facebook	6.2	review	2	Australia
It crashes alot but other than that its good	1371884400	Facebook	6.2	review	3	USA
This app keeps crashing while I'm in the middle of a message, causing me to have to re type it. It's really annoying. In going to delete the app or just not use it until an update comes that fixes this issue. For now, ill use it in safari.	1371884400	Facebook	6.2	review	1	USA
I have to always uninstall two - three times before I can even refresh my news feed! Stop doing new things to this and your rating would be so much higher!!! Fix this please!!	1371884400	Facebook	6.2	review	1	USA
This latest version is much improved, and does run so much smoother than before. I've downgraded my review by one star however due to their inability or deliberate ignoring of the issue getting it to show the posts in order of most recent. I do not want Facebook deciding which posts are important to me, I just want to see them in order. Regardless of how many times I change it it then reverts to some strange order and this is becoming very irritating.	1371884400	Facebook	6.2	review	3	UK
great app!!!!!!	1371884400	Facebook	6.2	review	5	USA
crash! crash! crash! crash! crash! crash! crash!	1371884400	Facebook	6.2	review	2	USA
Dont allowme to upload more videosss.	1371884400	Facebook	6.2	review	2	USA
Why are we still crashing??  All the time?  And if we don't the bugs are worse than mosquitos in the Florida Summer heat. Making this run smoothly would be beneficial versus adding more and more 'cute' chat features for the tweens...but since you're all about adding and not fixing...why on earth do we not have Landscape Mode??Good grief.	1371711600	Facebook	6.2	review	1	USA
Awww. A lot of crash	1371711600	Facebook	6.2	review	1	USA
It's cool!	1371711600	Facebook	6.2	review	5	USA
Too many problems with the app crashing & shutting down.	1371711600	Facebook	6.2	review	2	USA
Starts downloading then stops	1371711600	Facebook	6.2	review	1	Canada
Takes way to long to load.	1371711600	Facebook	6.2	review	3	USA
Seems to crash alot after the latest update but when it work runs great	1371711600	Facebook	6.2	review	4	USA
Runs slow and constantly freezes and when you click on pictures they don't open you have to touch it several times! I hate it onmy iPad! Plus when I want to simply a meme or funny quote why must I hit write a post in order to share it used to just let me share without having to click write a post in order to share!	1371711600	Facebook	6.2	review	1	USA
This latest facebook update is awful. I keep having up delete the app and add it again. It works great for shout a day and then it bugs up again- I see the same post multiple times in a row; cannot view comments, pictures, or see the whole post/status update; and it automatically will send me to the top of my newsfeed when I am scanning through all of them. I don't know what happened, it used to work great!	1371711600	Facebook	6.2	review	2	Canada
Otherwise a decent enough app..	1371711600	Facebook	6.2	review	3	USA
New update is horrible, nothing loads or updates. I'm missing messages and everything is very time delayed by hours. Hate it hate it. I hate when updates to Facebook come out, there all horrible. Please fix it bye bye!	1371711600	Facebook	6.2	review	1	USA
A very good app	1371711600	Facebook	6.2	review	5	UK
If you're gonna redesign, the bottom tab should look like;1.)News Feed 2.)Notification (Inbox/Notifications/Events)3.)Post it (Status/Picture/Location)4.)Profile5.)SettingsIt only makes sense if you're trying to do it like Instagram. Please and thanks!! Ill five star then!	1371711600	Facebook	6.2	review	3	USA
First big problem is that Facebook doesn't seem to interface with the iPad very well, often freezing up, slow or failing to load pages, losing postings and shuffling items mercilessly.Facebook itself could be vastly improved if "it" only listened to its users, even just a little...minor things like finding, sorting, saving various types of postings, adding further options for input, some that may be more critical than just being able to "lLIKE" or comment......it is vastly popular despite its many shortcomings, largely because it was first and so most utilized...but unless they respond to users ongoing and often vociferous complaints, a competitor will arise than will make them history.UPDATE: PROBLEMS WITH IPAD HAVE CONTINUED TO ESCALATE TO WHERE IM ABOUT TO JUST GIVE UP !!!....I much prefer using iPad for size, and format of pages, but when it don't work, it just don't work ! 	1371711600	Facebook	6.2	review	1	USA
I Love Thee Way Thee InBoxed Massages Pop Up In Little Bubbles Now , Thatss Cutee . 	1371711600	Facebook	6.2	review	5	USA
Hi I was wondering if you could make it so that people can change there cover photos on their mobile device as well.	1371711600	Facebook	6.2	review	4	Canada
LOVE IT!	1371711600	Facebook	6.2	review	5	Canada
This most recent update is terrible. Buggy as hell and still slow performance..Also, why is there no feature to export or sync events to iCal in iOS?	1371711600	Facebook	6.2	review	1	USA
I've read bad reviews and generally thought "if the complainer just had a little patience with the app it works fine". Not this time. I was prompted to update my app Tuesday 6/18/2013. Since I have updated the app I have not been able to use the app. By this I mean it won't update my newsfeed unless I turn my brand new iPhone 5 off and turn it back on again. And when it does work after turning my phone off, I have a window of about 2 minutes before the app won't update again. I know the site itself is working as I receive email notifications just fine. I simply can't view them on Facebook because your last update screwed up the app. Please fix ASAP.	1371711600	Facebook	6.2	review	1	USA
Everything LOOKS good. I like the option to select moods and stuff but there are comments i cant see nomatter how many times i refresh. I have to goto my browser just to see comments ppl have put up on my thread sometimes. Old version was better. I can live without mood settings	1371711600	Facebook	6.2	review	2	USA
The app always crashes, and it keeps freezing. It also keeps logging me out, so i have to log back in like 10,000 times in order to post something or to look at a page. I very much dislike the updates because in my opinion all that has happened is you've made the app even harder to operate. So therefore, instead of always checking my newsfeed and chatting with my friends on the Facebook app itself, i use the Facebook Messenger app, which actually functions for sending messages.	1371711600	Facebook	6.2	review	1	USA
App is descent, sometimes it takes awhile for pics and things to upload. That's my only complaint	1371711600	Facebook	6.2	review	4	USA
This app is perfect for on the go updates. Makes social networking a peace of cake!~Tasha~	1371711600	Facebook	6.2	review	4	USA
I love Facebook it's my everything in life	1371711600	Facebook	6.2	review	5	USA
Crashes and closes like every 10 minutes!!!!Horrible app	1371711600	Facebook	6.2	review	1	USA
Let's see:- timeline is out, so comments appear disordered- prone to crashing & needs reinstalling- some friends disappear, randomly- can't delete posts if you change your mind- invites to play Candy Crush 50 times a day	1371711600	Facebook	6.2	review	1	UK
It crashes too much right in the middle of posting or sending a message.	1371711600	Facebook	6.2	review	3	USA
Use it	1371711600	Facebook	6.2	review	5	USA
Rubbish! It won't open on IPhone 4S unless on WIFI. Crashes. I would not download this update I can't access FACEBOOK now unless at home.	1371711600	Facebook	6.2	review	1	UK
Used to be a great app, gets worse with each update. Can't see ant comments and some postings show 3 times. Get your act together!!!	1371711600	Facebook	6.2	review	1	USA
Thank you Facebook programmers and your infinite wisdom!  I'm glad you show me what YOU want me to see on my newsfeed and not what I want to see.  Every time I share something it defaults back to "top stories".  Top stories for who?!I'm about to delete this app	1371711600	Facebook	6.2	review	1	USA
It seems better now the update two days ago, lets hope it stays consistent As it seemed to run slow before & that was using my wifi I will rate it again when I have used it more in the week but happy with Facebook so far keep it up please	1371711600	Facebook	6.2	review	3	UK
Now we can share the pictures,thank you!! But now it's Slow :(	1371711600	Facebook	6.2	review	5	USA
I haven't been able to load more than 10 minutes worth of content in days. Haven't been able to see anything new in 14 hours. Not worth using at all until it is fixed. I'd rather use my phone than my iPad at this point.	1371711600	Facebook	6.2	review	1	USA
Why does the app still keep crashing? Fix after fix and you still can't get it right	1371711600	Facebook	6.2	review	1	UK
I love Facebook, I also think you should get all the under aged kids off here, they put on obscene stuff , they are rude,crude and just plain nasty! Please fix the under age problem, get on the parents that lie about their ages!!!	1371711600	Facebook	6.2	review	4	Canada
It freezes and it checks me out while im in the middle of uploadin a picture‰Û_ so not cool	1371711600	Facebook	6.2	review	4	USA
Addictiveee!!!	1371711600	Facebook	6.2	review	5	USA
Crashes all the time	1371711600	Facebook	6.2	review	1	USA
Ever since the last update I can't even use this app. Now it's broken and you should fix it.	1371711600	Facebook	6.2	review	1	USA
I really do miss being able to turn my app so it is easier to type, and there are a lot of ads, I mean about every 4 posts?	1371711600	Facebook	6.2	review	3	USA
love the new update!!	1371711600	Facebook	6.2	review	5	USA
Keeps crashing  not happy at all	1371711600	Facebook	6.2	review	2	UK
Comments are unreadable. Pictures take forever to load. Have to close and reopen app, restart my phone then close and reopen app again for it to update. Seems like the past few updates have made the app slower and worse then it used to be, may have to do like everyone else and use Facebook from my phones browser.A grocery list of problems is what you have with this app, I would expect more from such a successful company	1371711600	Facebook	6.2	review	1	USA
I'm using wifi and data and the app is not loading anything seems I don't have  connection. It's loading and loading pages but it never load :(Too bad !	1371711600	Facebook	6.2	review	1	Canada
Good	1371711600	Facebook	6.2	review	5	USA
But then what else am I going to use? I am pretty disappointed in this app. Plus, I wish there was options to add a a second account.	1371711600	Facebook	6.2	review	2	USA
When u delete something off your timeline it crashes and the app turns off and goes onto the home screen. It is very slow. And you cannot add more than 1 photo/video at a time	1371711600	Facebook	6.2	review	1	UK
When I saw that there was an update, I thought "finally! The constant crashing will stop". But, I was wrong. STOP ADDING STUFF UNTIL YOU FIX THE AP CRASHING EVERY FIVE MINUTES. Please and thank you.	1371711600	Facebook	6.2	review	1	USA
slow on ipod 4 G just restored and still bad	1371711600	Facebook	6.2	review	1	USA
This app is awesome	1371711600	Facebook	6.2	review	5	USA
Cool but crashes	1371711600	Facebook	6.2	review	5	USA
This app crashes too much!! I'm posting something or I'm looking at other post and my screen clears going back to my home screen!! If it weren't for the crashes, this app would be super awesome!!	1371711600	Facebook	6.2	review	3	USA
Where are the b-day reminders? Sharing posts is a pain. Please, app developers, just imitate what you have on the website.	1371711600	Facebook	6.2	review	3	USA
Well the "Bug fixes" apparently weren't for what everyone is complaining about... The app still crashes EVERY time I try to use it. The current version crashes every time I open it. I had issues with other bugs in the past, but this is ridiculous! I can barely read the first two or three stories in my newsfeed before it crashes on me. Instead of adding new features, how about fix the old problems!	1371711600	Facebook	6.2	review	1	USA
On my 3GS the app crashes almost daily and sometimes for specific functions like commenting on a post will send it crashing. I have uninstalled and then re in stalled it with great hopes but still same results. I like FB but don't like the mobil app version	1371711600	Facebook	6.2	review	2	USA
Update for option when post can copy it again to post with other page,about the cover photo can add too with next version.	1371711600	Facebook	6.2	review	3	USA
I liked it is great appôÉô  ¯¤¯_¯_ô  ¯¤ôãôÉôö¯¤ôâ¯_ ¯¤ôã¯»ôä ¯¤¯_¯¬ôà¯¤ ¯Â¯ø¯¤ ôö¯¨¯µôö¯µ¯¤ ¯_ôãôä ¯¤ôã¯¤ôä ôôöô 	1371711600	Facebook	6.2	review	5	USA
I seriously don't know how this app crashes for most people. It work fine on my iPhone 5 . I like this app. It's my most used ^.^ . But the only problem is that you guys are changing the look way too much. I liked it better before	1371711600	Facebook	6.2	review	3	USA
Need more single women	1371711600	Facebook	6.2	review	3	USA
When it works its great. But it gets extremely unstable at times. I have to close all applications and then it works okay. Also I don't get all my postings on my mobile. I notice more on my laptop that are not on my mobile.	1371711600	Facebook	6.2	review	4	USA
I love the app! The little bubble thingy that pops up when a friend has messages me rocks! It makes it so much easier to check messages.	1371711600	Facebook	6.2	review	5	USA
More convenient than using Safari but the mobile web version is better. There are no birthday notifications. Viewing pictures make the app crash. Every time the app is tweaked it slows it down and makes it more unstable. The early versions were way better. Keep it simple!!	1371711600	Facebook	6.2	review	1	USA
It's aight	1371711600	Facebook	6.2	review	3	UK
Bit buggy. Slow on refreshing comments for posts even when connected to local wifi.	1371711600	Facebook	6.2	review	1	Australia
I just recently updated this app & now every time I log on, the app is frozen up. I need to completely shut down the app and log in brand new. In addition, pictures no longer want to load and pages are not loading! Completely frustrating! Please help fix this once, amazing app!!!	1371711600	Facebook	6.2	review	1	USA
It's an alright app. The only thing is if you go out of it to text someone or because of another app and try to go back into this app, it doesn't fluke it and decided to freeze and send you back to the main screen of your phone,	1371711600	Facebook	6.2	review	3	Australia
A pointless "update" which only added features that aren't that useful which made it even SLOWER. I downloaded the new "update" in hoped that it would run faster, but nope... same old same old. Ridiculous Facebook..	1371711600	Facebook	6.2	review	1	USA
It keeps telling me in the alert icon on my home screen I have 10+ notifications, I don't. It takes about 10 or more seconds to view a picture and I can't click for comments.. When I click a picture it shows for a second then goes black.	1371711600	Facebook	6.2	review	3	USA
It's a great app- there are only a few things that I use Safari for Facebook, such as changing the caption on a picture and to use FB as a displayed on normal webpage. Few things that would make it easier= When I upload pictures through the photos "share", it would be great to be able to tag friends then before posting. It would be great to edit photo albums and pictures through the app. It would be great to do a short display of birthdays etc for the day when you bring the app up, like how safari displays it.	1371711600	Facebook	6.2	review	4	USA
